unique_id,ds,XGBRegressor
aguas_claras,2024-02-19,22
aguas_claras,2024-02-20,25
aguas_claras,2024-02-21,23
aguas_claras,2024-02-22,21
aguas_claras,2024-02-23,22
aguas_claras,2024-02-24,18
aguas_claras,2024-02-25,16
aguas_claras,2024-02-26,28
aguas_claras,2024-02-27,30
aguas_claras,2024-02-28,23
aguas_claras,2024-02-29,23
aguas_claras,2024-03-01,23
aguas_claras,2024-03-02,21
aguas_claras,2024-03-03,21
aguas_claras,2024-03-04,33
aguas_claras,2024-03-05,31
aguas_claras,2024-03-06,26
aguas_claras,2024-03-07,22
aguas_claras,2024-03-08,23
aguas_claras,2024-03-09,19
aguas_claras,2024-03-10,18
aguas_claras,2024-03-11,31
aguas_claras,2024-03-12,25
aguas_claras,2024-03-13,22
aguas_claras,2024-03-14,20
aguas_claras,2024-03-15,21
aguas_claras,2024-03-16,17
aguas_claras,2024-03-17,16
aguas_claras,2024-03-18,25
aguas_claras,2024-03-19,23
aguas_claras,2024-03-20,18
aguas_claras,2024-03-21,17
aguas_claras,2024-03-22,18
aguas_claras,2024-03-23,17
aguas_claras,2024-03-24,15
aguas_claras,2024-03-25,19
aguas_claras,2024-03-26,18
aguas_claras,2024-03-27,18
aguas_claras,2024-03-28,16
aguas_claras,2024-03-29,17
aguas_claras,2024-03-30,15
aguas_claras,2024-03-31,13
aguas_claras,2024-04-01,16
aguas_claras,2024-04-02,15
aguas_claras,2024-04-03,15
aguas_claras,2024-04-04,14
aguas_claras,2024-04-05,15
aguas_claras,2024-04-06,12
aguas_claras,2024-04-07,10
aguas_claras,2024-04-08,15
aguas_claras,2024-04-09,15
aguas_claras,2024-04-10,15
aguas_claras,2024-04-11,14
aguas_claras,2024-04-12,15
aguas_claras,2024-04-13,13
aguas_claras,2024-04-14,10
aguas_claras,2024-04-15,16
aguas_claras,2024-04-16,15
aguas_claras,2024-04-17,15
aguas_claras,2024-04-18,14
arniqueira,2024-02-19,1
arniqueira,2024-02-20,1
arniqueira,2024-02-21,1
arniqueira,2024-02-22,1
arniqueira,2024-02-23,1
arniqueira,2024-02-24,1
arniqueira,2024-02-25,1
arniqueira,2024-02-26,2
arniqueira,2024-02-27,2
arniqueira,2024-02-28,2
arniqueira,2024-02-29,2
arniqueira,2024-03-01,2
arniqueira,2024-03-02,1
arniqueira,2024-03-03,1
arniqueira,2024-03-04,2
arniqueira,2024-03-05,2
arniqueira,2024-03-06,2
arniqueira,2024-03-07,2
arniqueira,2024-03-08,2
arniqueira,2024-03-09,1
arniqueira,2024-03-10,1
arniqueira,2024-03-11,2
arniqueira,2024-03-12,2
arniqueira,2024-03-13,2
arniqueira,2024-03-14,2
arniqueira,2024-03-15,2
arniqueira,2024-03-16,1
arniqueira,2024-03-17,1
arniqueira,2024-03-18,2
arniqueira,2024-03-19,2
arniqueira,2024-03-20,2
arniqueira,2024-03-21,2
arniqueira,2024-03-22,2
arniqueira,2024-03-23,1
arniqueira,2024-03-24,1
arniqueira,2024-03-25,2
arniqueira,2024-03-26,2
arniqueira,2024-03-27,2
arniqueira,2024-03-28,2
arniqueira,2024-03-29,2
arniqueira,2024-03-30,1
arniqueira,2024-03-31,1
arniqueira,2024-04-01,2
arniqueira,2024-04-02,2
arniqueira,2024-04-03,2
arniqueira,2024-04-04,2
arniqueira,2024-04-05,2
arniqueira,2024-04-06,1
arniqueira,2024-04-07,1
arniqueira,2024-04-08,2
arniqueira,2024-04-09,2
arniqueira,2024-04-10,2
arniqueira,2024-04-11,2
arniqueira,2024-04-12,2
arniqueira,2024-04-13,1
arniqueira,2024-04-14,1
arniqueira,2024-04-15,2
arniqueira,2024-04-16,2
arniqueira,2024-04-17,2
arniqueira,2024-04-18,2
brazlandia,2024-02-18,2
brazlandia,2024-02-19,3
brazlandia,2024-02-20,3
brazlandia,2024-02-21,3
brazlandia,2024-02-22,2
brazlandia,2024-02-23,3
brazlandia,2024-02-24,3
brazlandia,2024-02-25,2
brazlandia,2024-02-26,3
brazlandia,2024-02-27,3
brazlandia,2024-02-28,3
brazlandia,2024-02-29,3
brazlandia,2024-03-01,3
brazlandia,2024-03-02,2
brazlandia,2024-03-03,2
brazlandia,2024-03-04,3
brazlandia,2024-03-05,3
brazlandia,2024-03-06,3
brazlandia,2024-03-07,3
brazlandia,2024-03-08,3
brazlandia,2024-03-09,2
brazlandia,2024-03-10,2
brazlandia,2024-03-11,3
brazlandia,2024-03-12,3
brazlandia,2024-03-13,3
brazlandia,2024-03-14,3
brazlandia,2024-03-15,3
brazlandia,2024-03-16,2
brazlandia,2024-03-17,2
brazlandia,2024-03-18,3
brazlandia,2024-03-19,3
brazlandia,2024-03-20,3
brazlandia,2024-03-21,3
brazlandia,2024-03-22,3
brazlandia,2024-03-23,2
brazlandia,2024-03-24,2
brazlandia,2024-03-25,3
brazlandia,2024-03-26,3
brazlandia,2024-03-27,3
brazlandia,2024-03-28,3
brazlandia,2024-03-29,3
brazlandia,2024-03-30,2
brazlandia,2024-03-31,2
brazlandia,2024-04-01,3
brazlandia,2024-04-02,3
brazlandia,2024-04-03,3
brazlandia,2024-04-04,3
brazlandia,2024-04-05,3
brazlandia,2024-04-06,2
brazlandia,2024-04-07,2
brazlandia,2024-04-08,3
brazlandia,2024-04-09,3
brazlandia,2024-04-10,3
brazlandia,2024-04-11,3
brazlandia,2024-04-12,3
brazlandia,2024-04-13,2
brazlandia,2024-04-14,2
brazlandia,2024-04-15,3
brazlandia,2024-04-16,3
brazlandia,2024-04-17,3
candangolandia,2024-02-17,1
candangolandia,2024-02-18,1
candangolandia,2024-02-19,2
candangolandia,2024-02-20,1
candangolandia,2024-02-21,1
candangolandia,2024-02-22,1
candangolandia,2024-02-23,2
candangolandia,2024-02-24,1
candangolandia,2024-02-25,1
candangolandia,2024-02-26,2
candangolandia,2024-02-27,2
candangolandia,2024-02-28,2
candangolandia,2024-02-29,2
candangolandia,2024-03-01,2
candangolandia,2024-03-02,1
candangolandia,2024-03-03,1
candangolandia,2024-03-04,2
candangolandia,2024-03-05,2
candangolandia,2024-03-06,2
candangolandia,2024-03-07,2
candangolandia,2024-03-08,2
candangolandia,2024-03-09,1
candangolandia,2024-03-10,1
candangolandia,2024-03-11,2
candangolandia,2024-03-12,2
candangolandia,2024-03-13,2
candangolandia,2024-03-14,2
candangolandia,2024-03-15,2
candangolandia,2024-03-16,1
candangolandia,2024-03-17,1
candangolandia,2024-03-18,2
candangolandia,2024-03-19,2
candangolandia,2024-03-20,2
candangolandia,2024-03-21,2
candangolandia,2024-03-22,2
candangolandia,2024-03-23,1
candangolandia,2024-03-24,1
candangolandia,2024-03-25,2
candangolandia,2024-03-26,2
candangolandia,2024-03-27,2
candangolandia,2024-03-28,2
candangolandia,2024-03-29,2
candangolandia,2024-03-30,1
candangolandia,2024-03-31,1
candangolandia,2024-04-01,2
candangolandia,2024-04-02,2
candangolandia,2024-04-03,2
candangolandia,2024-04-04,2
candangolandia,2024-04-05,2
candangolandia,2024-04-06,1
candangolandia,2024-04-07,1
candangolandia,2024-04-08,2
candangolandia,2024-04-09,2
candangolandia,2024-04-10,2
candangolandia,2024-04-11,2
candangolandia,2024-04-12,2
candangolandia,2024-04-13,1
candangolandia,2024-04-14,1
candangolandia,2024-04-15,2
candangolandia,2024-04-16,2
ceilandia,2024-02-19,17
ceilandia,2024-02-20,16
ceilandia,2024-02-21,14
ceilandia,2024-02-22,13
ceilandia,2024-02-23,12
ceilandia,2024-02-24,10
ceilandia,2024-02-25,9
ceilandia,2024-02-26,18
ceilandia,2024-02-27,15
ceilandia,2024-02-28,15
ceilandia,2024-02-29,14
ceilandia,2024-03-01,14
ceilandia,2024-03-02,11
ceilandia,2024-03-03,9
ceilandia,2024-03-04,16
ceilandia,2024-03-05,16
ceilandia,2024-03-06,14
ceilandia,2024-03-07,13
ceilandia,2024-03-08,14
ceilandia,2024-03-09,12
ceilandia,2024-03-10,8
ceilandia,2024-03-11,15
ceilandia,2024-03-12,14
ceilandia,2024-03-13,14
ceilandia,2024-03-14,13
ceilandia,2024-03-15,14
ceilandia,2024-03-16,12
ceilandia,2024-03-17,8
ceilandia,2024-03-18,16
ceilandia,2024-03-19,15
ceilandia,2024-03-20,14
ceilandia,2024-03-21,14
ceilandia,2024-03-22,14
ceilandia,2024-03-23,11
ceilandia,2024-03-24,9
ceilandia,2024-03-25,16
ceilandia,2024-03-26,16
ceilandia,2024-03-27,15
ceilandia,2024-03-28,14
ceilandia,2024-03-29,14
ceilandia,2024-03-30,11
ceilandia,2024-03-31,8
ceilandia,2024-04-01,15
ceilandia,2024-04-02,15
ceilandia,2024-04-03,14
ceilandia,2024-04-04,14
ceilandia,2024-04-05,14
ceilandia,2024-04-06,11
ceilandia,2024-04-07,7
ceilandia,2024-04-08,15
ceilandia,2024-04-09,15
ceilandia,2024-04-10,15
ceilandia,2024-04-11,14
ceilandia,2024-04-12,14
ceilandia,2024-04-13,12
ceilandia,2024-04-14,8
ceilandia,2024-04-15,15
ceilandia,2024-04-16,15
ceilandia,2024-04-17,14
ceilandia,2024-04-18,14
cruzeiro,2024-02-18,3
cruzeiro,2024-02-19,5
cruzeiro,2024-02-20,4
cruzeiro,2024-02-21,4
cruzeiro,2024-02-22,5
cruzeiro,2024-02-23,5
cruzeiro,2024-02-24,3
cruzeiro,2024-02-25,3
cruzeiro,2024-02-26,5
cruzeiro,2024-02-27,5
cruzeiro,2024-02-28,5
cruzeiro,2024-02-29,5
cruzeiro,2024-03-01,4
cruzeiro,2024-03-02,4
cruzeiro,2024-03-03,3
cruzeiro,2024-03-04,5
cruzeiro,2024-03-05,5
cruzeiro,2024-03-06,4
cruzeiro,2024-03-07,4
cruzeiro,2024-03-08,5
cruzeiro,2024-03-09,3
cruzeiro,2024-03-10,4
cruzeiro,2024-03-11,6
cruzeiro,2024-03-12,5
cruzeiro,2024-03-13,5
cruzeiro,2024-03-14,5
cruzeiro,2024-03-15,5
cruzeiro,2024-03-16,4
cruzeiro,2024-03-17,4
cruzeiro,2024-03-18,7
cruzeiro,2024-03-19,6
cruzeiro,2024-03-20,5
cruzeiro,2024-03-21,5
cruzeiro,2024-03-22,5
cruzeiro,2024-03-23,5
cruzeiro,2024-03-24,4
cruzeiro,2024-03-25,6
cruzeiro,2024-03-26,6
cruzeiro,2024-03-27,5
cruzeiro,2024-03-28,5
cruzeiro,2024-03-29,5
cruzeiro,2024-03-30,5
cruzeiro,2024-03-31,4
cruzeiro,2024-04-01,6
cruzeiro,2024-04-02,6
cruzeiro,2024-04-03,5
cruzeiro,2024-04-04,5
cruzeiro,2024-04-05,5
cruzeiro,2024-04-06,4
cruzeiro,2024-04-07,4
cruzeiro,2024-04-08,6
cruzeiro,2024-04-09,6
cruzeiro,2024-04-10,5
cruzeiro,2024-04-11,5
cruzeiro,2024-04-12,5
cruzeiro,2024-04-13,5
cruzeiro,2024-04-14,4
cruzeiro,2024-04-15,6
cruzeiro,2024-04-16,6
cruzeiro,2024-04-17,5
fercal,2024-02-07,1
fercal,2024-02-08,1
fercal,2024-02-09,1
fercal,2024-02-10,1
fercal,2024-02-11,1
fercal,2024-02-12,2
fercal,2024-02-13,2
fercal,2024-02-14,2
fercal,2024-02-15,2
fercal,2024-02-16,2
fercal,2024-02-17,1
fercal,2024-02-18,1
fercal,2024-02-19,2
fercal,2024-02-20,2
fercal,2024-02-21,2
fercal,2024-02-22,2
fercal,2024-02-23,2
fercal,2024-02-24,1
fercal,2024-02-25,1
fercal,2024-02-26,2
fercal,2024-02-27,2
fercal,2024-02-28,2
fercal,2024-02-29,2
fercal,2024-03-01,2
fercal,2024-03-02,1
fercal,2024-03-03,1
fercal,2024-03-04,2
fercal,2024-03-05,2
fercal,2024-03-06,2
fercal,2024-03-07,2
fercal,2024-03-08,2
fercal,2024-03-09,1
fercal,2024-03-10,1
fercal,2024-03-11,2
fercal,2024-03-12,2
fercal,2024-03-13,2
fercal,2024-03-14,2
fercal,2024-03-15,2
fercal,2024-03-16,1
fercal,2024-03-17,1
fercal,2024-03-18,2
fercal,2024-03-19,2
fercal,2024-03-20,2
fercal,2024-03-21,2
fercal,2024-03-22,2
fercal,2024-03-23,1
fercal,2024-03-24,1
fercal,2024-03-25,2
fercal,2024-03-26,2
fercal,2024-03-27,2
fercal,2024-03-28,2
fercal,2024-03-29,2
fercal,2024-03-30,1
fercal,2024-03-31,1
fercal,2024-04-01,2
fercal,2024-04-02,2
fercal,2024-04-03,2
fercal,2024-04-04,2
fercal,2024-04-05,2
fercal,2024-04-06,1
gama,2024-02-19,12
gama,2024-02-20,10
gama,2024-02-21,11
gama,2024-02-22,11
gama,2024-02-23,10
gama,2024-02-24,9
gama,2024-02-25,8
gama,2024-02-26,12
gama,2024-02-27,13
gama,2024-02-28,11
gama,2024-02-29,11
gama,2024-03-01,12
gama,2024-03-02,11
gama,2024-03-03,9
gama,2024-03-04,14
gama,2024-03-05,14
gama,2024-03-06,15
gama,2024-03-07,14
gama,2024-03-08,15
gama,2024-03-09,13
gama,2024-03-10,10
gama,2024-03-11,17
gama,2024-03-12,16
gama,2024-03-13,16
gama,2024-03-14,14
gama,2024-03-15,15
gama,2024-03-16,12
gama,2024-03-17,9
gama,2024-03-18,16
gama,2024-03-19,16
gama,2024-03-20,14
gama,2024-03-21,14
gama,2024-03-22,14
gama,2024-03-23,11
gama,2024-03-24,9
gama,2024-03-25,16
gama,2024-03-26,15
gama,2024-03-27,14
gama,2024-03-28,13
gama,2024-03-29,14
gama,2024-03-30,11
gama,2024-03-31,8
gama,2024-04-01,15
gama,2024-04-02,15
gama,2024-04-03,14
gama,2024-04-04,13
gama,2024-04-05,14
gama,2024-04-06,11
gama,2024-04-07,7
gama,2024-04-08,15
gama,2024-04-09,16
gama,2024-04-10,14
gama,2024-04-11,14
gama,2024-04-12,14
gama,2024-04-13,12
gama,2024-04-14,8
gama,2024-04-15,15
gama,2024-04-16,15
gama,2024-04-17,14
gama,2024-04-18,14
guara,2024-02-19,22
guara,2024-02-20,22
guara,2024-02-21,21
guara,2024-02-22,21
guara,2024-02-23,21
guara,2024-02-24,18
guara,2024-02-25,14
guara,2024-02-26,22
guara,2024-02-27,21
guara,2024-02-28,20
guara,2024-02-29,20
guara,2024-03-01,21
guara,2024-03-02,18
guara,2024-03-03,13
guara,2024-03-04,22
guara,2024-03-05,22
guara,2024-03-06,22
guara,2024-03-07,19
guara,2024-03-08,20
guara,2024-03-09,17
guara,2024-03-10,13
guara,2024-03-11,21
guara,2024-03-12,19
guara,2024-03-13,18
guara,2024-03-14,16
guara,2024-03-15,16
guara,2024-03-16,13
guara,2024-03-17,11
guara,2024-03-18,18
guara,2024-03-19,17
guara,2024-03-20,16
guara,2024-03-21,14
guara,2024-03-22,15
guara,2024-03-23,13
guara,2024-03-24,11
guara,2024-03-25,16
guara,2024-03-26,15
guara,2024-03-27,14
guara,2024-03-28,14
guara,2024-03-29,15
guara,2024-03-30,13
guara,2024-03-31,11
guara,2024-04-01,16
guara,2024-04-02,16
guara,2024-04-03,15
guara,2024-04-04,14
guara,2024-04-05,15
guara,2024-04-06,13
guara,2024-04-07,11
guara,2024-04-08,16
guara,2024-04-09,15
guara,2024-04-10,15
guara,2024-04-11,14
guara,2024-04-12,15
guara,2024-04-13,13
guara,2024-04-14,11
guara,2024-04-15,16
guara,2024-04-16,16
guara,2024-04-17,16
guara,2024-04-18,14
itapoa,2024-02-17,1
itapoa,2024-02-18,1
itapoa,2024-02-19,2
itapoa,2024-02-20,1
itapoa,2024-02-21,1
itapoa,2024-02-22,1
itapoa,2024-02-23,2
itapoa,2024-02-24,1
itapoa,2024-02-25,1
itapoa,2024-02-26,2
itapoa,2024-02-27,2
itapoa,2024-02-28,2
itapoa,2024-02-29,2
itapoa,2024-03-01,2
itapoa,2024-03-02,1
itapoa,2024-03-03,1
itapoa,2024-03-04,2
itapoa,2024-03-05,2
itapoa,2024-03-06,2
itapoa,2024-03-07,2
itapoa,2024-03-08,2
itapoa,2024-03-09,1
itapoa,2024-03-10,1
itapoa,2024-03-11,2
itapoa,2024-03-12,2
itapoa,2024-03-13,2
itapoa,2024-03-14,2
itapoa,2024-03-15,2
itapoa,2024-03-16,1
itapoa,2024-03-17,1
itapoa,2024-03-18,2
itapoa,2024-03-19,2
itapoa,2024-03-20,2
itapoa,2024-03-21,2
itapoa,2024-03-22,2
itapoa,2024-03-23,1
itapoa,2024-03-24,1
itapoa,2024-03-25,2
itapoa,2024-03-26,2
itapoa,2024-03-27,2
itapoa,2024-03-28,2
itapoa,2024-03-29,2
itapoa,2024-03-30,1
itapoa,2024-03-31,1
itapoa,2024-04-01,2
itapoa,2024-04-02,2
itapoa,2024-04-03,2
itapoa,2024-04-04,2
itapoa,2024-04-05,2
itapoa,2024-04-06,1
itapoa,2024-04-07,1
itapoa,2024-04-08,2
itapoa,2024-04-09,2
itapoa,2024-04-10,2
itapoa,2024-04-11,2
itapoa,2024-04-12,2
itapoa,2024-04-13,1
itapoa,2024-04-14,1
itapoa,2024-04-15,2
itapoa,2024-04-16,2
jardim_botanico,2024-02-19,5
jardim_botanico,2024-02-20,5
jardim_botanico,2024-02-21,5
jardim_botanico,2024-02-22,5
jardim_botanico,2024-02-23,5
jardim_botanico,2024-02-24,3
jardim_botanico,2024-02-25,3
jardim_botanico,2024-02-26,6
jardim_botanico,2024-02-27,6
jardim_botanico,2024-02-28,5
jardim_botanico,2024-02-29,5
jardim_botanico,2024-03-01,5
jardim_botanico,2024-03-02,4
jardim_botanico,2024-03-03,3
jardim_botanico,2024-03-04,6
jardim_botanico,2024-03-05,6
jardim_botanico,2024-03-06,5
jardim_botanico,2024-03-07,5
jardim_botanico,2024-03-08,5
jardim_botanico,2024-03-09,4
jardim_botanico,2024-03-10,3
jardim_botanico,2024-03-11,6
jardim_botanico,2024-03-12,5
jardim_botanico,2024-03-13,5
jardim_botanico,2024-03-14,5
jardim_botanico,2024-03-15,5
jardim_botanico,2024-03-16,4
jardim_botanico,2024-03-17,4
jardim_botanico,2024-03-18,7
jardim_botanico,2024-03-19,6
jardim_botanico,2024-03-20,5
jardim_botanico,2024-03-21,5
jardim_botanico,2024-03-22,5
jardim_botanico,2024-03-23,5
jardim_botanico,2024-03-24,4
jardim_botanico,2024-03-25,6
jardim_botanico,2024-03-26,6
jardim_botanico,2024-03-27,5
jardim_botanico,2024-03-28,5
jardim_botanico,2024-03-29,5
jardim_botanico,2024-03-30,5
jardim_botanico,2024-03-31,4
jardim_botanico,2024-04-01,6
jardim_botanico,2024-04-02,6
jardim_botanico,2024-04-03,5
jardim_botanico,2024-04-04,5
jardim_botanico,2024-04-05,5
jardim_botanico,2024-04-06,4
jardim_botanico,2024-04-07,4
jardim_botanico,2024-04-08,6
jardim_botanico,2024-04-09,5
jardim_botanico,2024-04-10,5
jardim_botanico,2024-04-11,5
jardim_botanico,2024-04-12,5
jardim_botanico,2024-04-13,4
jardim_botanico,2024-04-14,4
jardim_botanico,2024-04-15,6
jardim_botanico,2024-04-16,5
jardim_botanico,2024-04-17,5
jardim_botanico,2024-04-18,5
lago_norte,2024-02-19,10
lago_norte,2024-02-20,9
lago_norte,2024-02-21,11
lago_norte,2024-02-22,9
lago_norte,2024-02-23,11
lago_norte,2024-02-24,8
lago_norte,2024-02-25,7
lago_norte,2024-02-26,13
lago_norte,2024-02-27,13
lago_norte,2024-02-28,11
lago_norte,2024-02-29,10
lago_norte,2024-03-01,11
lago_norte,2024-03-02,9
lago_norte,2024-03-03,9
lago_norte,2024-03-04,16
lago_norte,2024-03-05,14
lago_norte,2024-03-06,12
lago_norte,2024-03-07,12
lago_norte,2024-03-08,13
lago_norte,2024-03-09,11
lago_norte,2024-03-10,8
lago_norte,2024-03-11,16
lago_norte,2024-03-12,14
lago_norte,2024-03-13,14
lago_norte,2024-03-14,13
lago_norte,2024-03-15,14
lago_norte,2024-03-16,11
lago_norte,2024-03-17,9
lago_norte,2024-03-18,16
lago_norte,2024-03-19,17
lago_norte,2024-03-20,15
lago_norte,2024-03-21,13
lago_norte,2024-03-22,14
lago_norte,2024-03-23,11
lago_norte,2024-03-24,9
lago_norte,2024-03-25,16
lago_norte,2024-03-26,15
lago_norte,2024-03-27,15
lago_norte,2024-03-28,14
lago_norte,2024-03-29,15
lago_norte,2024-03-30,12
lago_norte,2024-03-31,8
lago_norte,2024-04-01,15
lago_norte,2024-04-02,15
lago_norte,2024-04-03,14
lago_norte,2024-04-04,13
lago_norte,2024-04-05,14
lago_norte,2024-04-06,11
lago_norte,2024-04-07,7
lago_norte,2024-04-08,15
lago_norte,2024-04-09,15
lago_norte,2024-04-10,14
lago_norte,2024-04-11,14
lago_norte,2024-04-12,14
lago_norte,2024-04-13,11
lago_norte,2024-04-14,8
lago_norte,2024-04-15,15
lago_norte,2024-04-16,16
lago_norte,2024-04-17,15
lago_norte,2024-04-18,14
lago_sul,2024-02-19,9
lago_sul,2024-02-20,11
lago_sul,2024-02-21,9
lago_sul,2024-02-22,10
lago_sul,2024-02-23,9
lago_sul,2024-02-24,8
lago_sul,2024-02-25,7
lago_sul,2024-02-26,12
lago_sul,2024-02-27,12
lago_sul,2024-02-28,12
lago_sul,2024-02-29,11
lago_sul,2024-03-01,12
lago_sul,2024-03-02,10
lago_sul,2024-03-03,8
lago_sul,2024-03-04,14
lago_sul,2024-03-05,14
lago_sul,2024-03-06,13
lago_sul,2024-03-07,14
lago_sul,2024-03-08,13
lago_sul,2024-03-09,11
lago_sul,2024-03-10,10
