unique_id,ds,LGBMRegressor,y
aguas_claras,2023-12-18,3.077227028642388,3.0
aguas_claras,2023-12-19,2.6155718300061976,3.0
aguas_claras,2023-12-20,2.595277797523817,2.0
aguas_claras,2023-12-21,2.503406672357126,3.0
aguas_claras,2023-12-22,2.626866298386051,2.0
aguas_claras,2023-12-23,2.3692167890938127,3.0
aguas_claras,2023-12-24,2.4499296340253616,0.0
aguas_claras,2023-12-25,3.1402332763401164,2.0
aguas_claras,2023-12-26,2.9588087022750256,6.0
aguas_claras,2023-12-27,2.934163144700269,3.0
aguas_claras,2023-12-28,2.8502499819802294,3.0
aguas_claras,2023-12-29,3.0005529899322294,0.0
aguas_claras,2023-12-30,2.7374817702340426,3.0
aguas_claras,2023-12-31,2.3686304801294025,1.0
aguas_claras,2024-01-01,3.293885255018537,1.0
aguas_claras,2024-01-02,3.03907876952476,1.0
aguas_claras,2024-01-03,2.93946015967634,1.0
aguas_claras,2024-01-04,2.862665766988167,5.0
aguas_claras,2024-01-05,3.131103735090432,4.0
aguas_claras,2024-01-06,2.8764847515516467,1.0
aguas_claras,2024-01-07,2.576104064467422,2.0
aguas_claras,2024-01-08,4.34497836538591,7.0
aguas_claras,2024-01-09,3.876151352130536,6.0
aguas_claras,2024-01-10,3.672130581691754,3.0
aguas_claras,2024-01-11,3.668710539522054,3.0
aguas_claras,2024-01-12,3.9475454079785606,3.0
aguas_claras,2024-01-13,3.504145241594391,5.0
aguas_claras,2024-01-14,3.0654503590791173,2.0
aguas_claras,2024-01-15,4.669311911176858,5.0
aguas_claras,2024-01-16,4.306867298205996,4.0
aguas_claras,2024-01-17,3.983241493626972,8.0
aguas_claras,2024-01-18,3.900290435396208,8.0
aguas_claras,2024-01-19,4.210791723409935,4.0
aguas_claras,2024-01-20,3.7920254183365945,4.0
aguas_claras,2024-01-21,3.293413743386153,3.0
aguas_claras,2024-01-22,4.805805768264252,6.0
aguas_claras,2024-01-23,4.3141437661610285,2.0
aguas_claras,2024-01-24,3.925493769335735,10.0
aguas_claras,2024-01-25,3.9211730787140073,5.0
aguas_claras,2024-01-26,4.1549624478805915,6.0
aguas_claras,2024-01-27,3.628538292995731,4.0
aguas_claras,2024-01-28,3.179857522355926,1.0
aguas_claras,2024-01-29,4.831227103524306,8.0
aguas_claras,2024-01-30,4.292687962792914,9.0
aguas_claras,2024-01-31,3.983241493626972,11.0
aguas_claras,2024-02-01,3.6647261662820827,13.0
aguas_claras,2024-02-02,3.8671138670376197,14.0
aguas_claras,2024-02-03,3.3916200953039004,6.0
aguas_claras,2024-02-04,2.8591695927397045,6.0
aguas_claras,2024-02-05,4.7060929559373115,12.0
aguas_claras,2024-02-06,4.142572298815545,21.0
aguas_claras,2024-02-07,3.7540862588908124,18.0
aguas_claras,2024-02-08,3.78654645786189,23.0
aguas_claras,2024-02-09,4.024239439238983,16.0
aguas_claras,2024-02-10,3.3036281554200224,13.0
aguas_claras,2024-02-11,3.032024349732921,3.0
aguas_claras,2024-02-12,4.7060929559373115,10.0
aguas_claras,2024-02-13,4.142572298815545,13.0
aguas_claras,2024-02-14,3.9104367661343136,30.0
aguas_claras,2024-02-15,3.819244261076977,31.0
aguas_claras,2024-02-16,4.024239439238983,31.0
aguas_claras,2024-02-17,3.341753715205036,18.0
aguas_claras,2024-02-18,2.897295152524718,12.0
arniqueira,2023-12-02,1.5771311832310493,0.0
arniqueira,2023-12-03,1.455931935239891,0.0
arniqueira,2023-12-04,2.0424116539449364,0.0
arniqueira,2023-12-05,1.7818970867339923,0.0
arniqueira,2023-12-06,1.8003658918292025,0.0
arniqueira,2023-12-07,1.7839951059679917,0.0
arniqueira,2023-12-08,1.8612433022930284,0.0
arniqueira,2023-12-09,1.6879018995115451,0.0
arniqueira,2023-12-10,1.4786096108242976,0.0
arniqueira,2023-12-11,2.065089329529343,0.0
arniqueira,2023-12-12,1.834301750609444,0.0
arniqueira,2023-12-13,1.8306926623375188,0.0
arniqueira,2023-12-14,1.7717219486392224,0.0
arniqueira,2023-12-15,1.8506864069549747,0.0
arniqueira,2023-12-16,1.6955509944354548,0.0
arniqueira,2023-12-17,1.4786096108242976,0.0
arniqueira,2023-12-18,2.0447453856534756,0.0
arniqueira,2023-12-19,1.8122238572423086,0.0
arniqueira,2023-12-20,1.8230435674136092,0.0
arniqueira,2023-12-21,1.7640728537153127,0.0
arniqueira,2023-12-22,1.843037312031065,1.0
arniqueira,2023-12-23,1.6674938054755788,0.0
arniqueira,2023-12-24,1.4582015167883318,0.0
arniqueira,2023-12-25,2.0370962907295658,0.0
arniqueira,2023-12-26,1.804574762318399,0.0
arniqueira,2023-12-27,1.8230435674136092,1.0
arniqueira,2023-12-28,1.7640728537153127,0.0
arniqueira,2023-12-29,1.8692156258827868,0.0
arniqueira,2023-12-30,1.6674938054755788,0.0
arniqueira,2023-12-31,1.4869486378479269,1.0
arniqueira,2024-01-01,2.03208684565263,0.0
arniqueira,2024-01-02,1.7891632985841057,0.0
arniqueira,2024-01-03,1.7583781348115748,0.0
arniqueira,2024-01-04,1.6789671252824636,0.0
arniqueira,2024-01-05,1.8921762475135284,0.0
arniqueira,2024-01-06,1.7327068086950166,0.0
arniqueira,2024-01-07,1.5112689847177205,0.0
arniqueira,2024-01-08,2.7544151535654153,0.0
arniqueira,2024-01-09,2.621669452268548,0.0
arniqueira,2024-01-10,2.5784104876060776,0.0
arniqueira,2024-01-11,2.5550981093282603,0.0
arniqueira,2024-01-12,2.878444273223189,0.0
arniqueira,2024-01-13,2.6525375936322786,0.0
arniqueira,2024-01-14,2.375185422784585,0.0
arniqueira,2024-01-15,3.2155560259108436,0.0
arniqueira,2024-01-16,2.904799877159294,0.0
arniqueira,2024-01-17,2.8051812673108745,0.0
arniqueira,2024-01-18,2.730219287071309,0.0
arniqueira,2024-01-19,2.982760581521601,0.0
arniqueira,2024-01-20,2.7243739087277814,0.0
arniqueira,2024-01-21,2.4662188764172375,0.0
arniqueira,2024-01-22,3.2124501449585114,0.0
arniqueira,2024-01-23,2.9577077710069317,0.0
arniqueira,2024-01-24,2.858089161158512,0.0
arniqueira,2024-01-25,2.7831271809189464,0.0
arniqueira,2024-01-26,2.982760581521601,0.0
arniqueira,2024-01-27,2.762499468512795,0.0
arniqueira,2024-01-28,2.428093316632224,0.0
arniqueira,2024-01-29,3.2487420658816366,0.0
arniqueira,2024-01-30,2.993999691930057,0.0
arniqueira,2024-01-31,2.894381082081637,0.0
arniqueira,2024-02-01,2.664856485489114,0.0
arniqueira,2024-02-02,2.8242493228956387,0.0
brazlandia,2023-12-18,2.0424116539449364,0.0
brazlandia,2023-12-19,1.8116240750250372,0.0
brazlandia,2023-12-20,1.8277238758321988,1.0
brazlandia,2023-12-21,1.7692897539733434,0.0
brazlandia,2023-12-22,1.8818999489741333,0.0
brazlandia,2023-12-23,1.7176584564642858,0.0
brazlandia,2023-12-24,1.4582015167883318,0.0
brazlandia,2023-12-25,2.0727384244532527,0.0
brazlandia,2023-12-26,1.8419508455333535,0.0
brazlandia,2023-12-27,1.8604196506285637,0.0
brazlandia,2023-12-28,1.7717219486392224,0.0
brazlandia,2023-12-29,1.9050842226038383,0.0
brazlandia,2023-12-30,1.7332798749779539,1.0
brazlandia,2023-12-31,1.4864076042569752,2.0
brazlandia,2024-01-01,2.129769699221346,0.0
brazlandia,2024-01-02,1.8688795937108171,0.0
brazlandia,2024-01-03,1.7874830331035987,0.0
brazlandia,2024-01-04,1.757751656412596,0.0
brazlandia,2024-01-05,1.9383481144857275,0.0
brazlandia,2024-01-06,1.8178146477544694,0.0
brazlandia,2024-01-07,1.6155214074329205,0.0
brazlandia,2024-01-08,2.810245816680882,2.0
brazlandia,2024-01-09,2.7548500560385794,1.0
brazlandia,2024-01-10,2.5784104876060776,0.0
brazlandia,2024-01-11,2.6318960644886915,0.0
brazlandia,2024-01-12,2.9742775586060284,0.0
brazlandia,2024-01-13,2.747923870766665,0.0
brazlandia,2024-01-14,2.4133109825695986,0.0
brazlandia,2024-01-15,3.1958341720339978,0.0
brazlandia,2024-01-16,2.9879689367105877,1.0
brazlandia,2024-01-17,2.9376201772195794,1.0
brazlandia,2024-01-18,2.817586689393464,1.0
brazlandia,2024-01-19,3.0752744595610872,1.0
brazlandia,2024-01-20,2.7243739087277814,0.0
brazlandia,2024-01-21,2.428093316632224,1.0
brazlandia,2024-01-22,3.2124501449585114,1.0
brazlandia,2024-01-23,2.9577077710069317,1.0
brazlandia,2024-01-24,2.894381082081637,2.0
brazlandia,2024-01-25,2.7831271809189464,3.0
brazlandia,2024-01-26,2.982760581521601,2.0
brazlandia,2024-01-27,2.762499468512795,0.0
brazlandia,2024-01-28,2.428093316632224,4.0
brazlandia,2024-01-29,3.2487420658816366,0.0
brazlandia,2024-01-30,2.9577077710069317,6.0
brazlandia,2024-01-31,2.858089161158512,1.0
brazlandia,2024-02-01,2.6303969770145965,4.0
brazlandia,2024-02-02,2.7803535432948703,5.0
brazlandia,2024-02-03,2.47624890461808,2.0
brazlandia,2024-02-04,1.9564229642570428,4.0
brazlandia,2024-02-05,2.9881454091988124,3.0
brazlandia,2024-02-06,2.781203068438938,8.0
brazlandia,2024-02-07,2.6606925102330945,4.0
brazlandia,2024-02-08,2.577489083166958,3.0
brazlandia,2024-02-09,2.727445649447232,3.0
brazlandia,2024-02-10,2.4233410107704416,6.0
brazlandia,2024-02-11,1.9564229642570428,2.0
brazlandia,2024-02-12,3.0244373301219376,5.0
brazlandia,2024-02-13,2.8174949893620633,2.0
brazlandia,2024-02-14,2.6969844311562197,3.0
brazlandia,2024-02-15,2.6119485916414757,2.0
brazlandia,2024-02-16,2.7713414290480003,2.0
brazlandia,2024-02-17,2.461466570555455,3.0
brazlandia,2024-02-18,1.9564229642570428,0.0
candangolandia,2023-12-08,1.8579187889267887,0.0
candangolandia,2023-12-09,1.644816129891172,0.0
candangolandia,2023-12-10,1.435523841203925,0.0
candangolandia,2023-12-11,2.0144186151451593,0.0
candangolandia,2023-12-12,1.7966024387286406,0.0
candangolandia,2023-12-13,1.8150712438238508,0.0
candangolandia,2023-12-14,1.7640728537153127,0.0
candangolandia,2023-12-15,1.843037312031065,0.0
candangolandia,2023-12-16,1.6674938054755788,0.0
candangolandia,2023-12-17,1.4582015167883318,0.0
candangolandia,2023-12-18,2.0370962907295658,0.0
candangolandia,2023-12-19,1.8231492174924773,0.0
candangolandia,2023-12-20,1.8230435674136092,0.0
candangolandia,2023-12-21,1.7640728537153127,0.0
candangolandia,2023-12-22,1.843037312031065,0.0
candangolandia,2023-12-23,1.6674938054755788,0.0
candangolandia,2023-12-24,1.4582015167883318,0.0
candangolandia,2023-12-25,2.0370962907295658,0.0
candangolandia,2023-12-26,1.8231492174924773,0.0
candangolandia,2023-12-27,1.8230435674136092,0.0
candangolandia,2023-12-28,1.7640728537153127,0.0
candangolandia,2023-12-29,1.843037312031065,0.0
candangolandia,2023-12-30,1.6674938054755788,1.0
candangolandia,2023-12-31,1.4582015167883318,0.0
candangolandia,2024-01-01,2.03208684565263,0.0
candangolandia,2024-01-02,1.7891632985841057,0.0
candangolandia,2024-01-03,1.7299184204968643,0.0
candangolandia,2024-01-04,1.6789671252824636,1.0
candangolandia,2024-01-05,1.9306990195618179,0.0
candangolandia,2024-01-06,1.7327068086950166,0.0
candangolandia,2024-01-07,1.541562337894319,0.0
candangolandia,2024-01-08,2.7828748678801265,0.0
candangolandia,2024-01-09,2.679417176559787,1.0
candangolandia,2024-01-10,2.5784104876060776,0.0
candangolandia,2024-01-11,2.5550981093282603,0.0
candangolandia,2024-01-12,2.8345484936224206,0.0
candangolandia,2024-01-13,2.6525375936322786,0.0
candangolandia,2024-01-14,2.4133109825695986,1.0
candangolandia,2024-01-15,3.2155560259108436,0.0
candangolandia,2024-01-16,2.904799877159294,0.0
candangolandia,2024-01-17,2.8629289916021134,0.0
candangolandia,2024-01-18,2.730219287071309,0.0
candangolandia,2024-01-19,3.0266563611223694,1.0
candangolandia,2024-01-20,2.7243739087277814,1.0
candangolandia,2024-01-21,2.4935037926026693,0.0
candangolandia,2024-01-22,3.2487420658816366,0.0
candangolandia,2024-01-23,2.9577077710069317,2.0
candangolandia,2024-01-24,2.894381082081637,0.0
candangolandia,2024-01-25,2.7831271809189464,0.0
candangolandia,2024-01-26,3.0752744595610872,0.0
candangolandia,2024-01-27,2.7243739087277814,1.0
candangolandia,2024-01-28,2.428093316632224,1.0
candangolandia,2024-01-29,3.2124501449585114,0.0
candangolandia,2024-01-30,2.993999691930057,0.0
candangolandia,2024-01-31,2.858089161158512,0.0
candangolandia,2024-02-01,2.6303969770145965,1.0
candangolandia,2024-02-02,2.8242493228956387,0.0
candangolandia,2024-02-03,2.5143744644030934,1.0
candangolandia,2024-02-04,2.0911277819372396,0.0
candangolandia,2024-02-05,3.0244373301219376,1.0
candangolandia,2024-02-06,2.8174949893620633,1.0
candangolandia,2024-02-07,2.6969844311562197,3.0
candangolandia,2024-02-08,2.6119485916414757,3.0
ceilandia,2023-12-18,2.395181291011105,1.0
ceilandia,2023-12-19,2.2478944828212137,1.0
ceilandia,2023-12-20,1.8283737617053377,5.0
ceilandia,2023-12-21,1.7422198201526866,0.0
ceilandia,2023-12-22,1.9025261624848726,1.0
ceilandia,2023-12-23,1.727593075142278,2.0
ceilandia,2023-12-24,1.4869486378479269,1.0
ceilandia,2023-12-25,2.0424761308282973,1.0
ceilandia,2023-12-26,1.8366297307196089,1.0
ceilandia,2023-12-27,1.8571499978884864,0.0
ceilandia,2023-12-28,1.7942954096679151,1.0
ceilandia,2023-12-29,1.9101752574087822,1.0
ceilandia,2023-12-30,1.7340849433554828,2.0
ceilandia,2023-12-31,1.4582015167883318,0.0
ceilandia,2024-01-01,2.110969839740103,2.0
ceilandia,2024-01-02,1.8721492464508944,3.0
ceilandia,2024-01-03,1.7874830331035987,3.0
ceilandia,2024-01-04,1.7601206607006445,7.0
ceilandia,2024-01-05,1.9906543362347926,3.0
ceilandia,2024-01-06,1.8745392134439478,2.0
ceilandia,2024-01-07,1.6155214074329205,4.0
ceilandia,2024-01-08,2.8508289679319536,4.0
ceilandia,2024-01-09,2.707972917410411,3.0
ceilandia,2024-01-10,2.653178329009154,4.0
ceilandia,2024-01-11,2.6318960644886915,0.0
ceilandia,2024-01-12,2.927062371661907,2.0
ceilandia,2024-01-13,2.8033793972539662,2.0
ceilandia,2024-01-14,2.4872700521082005,3.0
ceilandia,2024-01-15,3.237339317680672,5.0
ceilandia,2024-01-16,2.9410917980824194,4.0
ceilandia,2024-01-17,2.894381082081637,2.0
ceilandia,2024-01-18,2.8608257845314062,5.0
ceilandia,2024-01-19,3.121220607303031,4.0
ceilandia,2024-01-20,2.875215712349469,1.0
ceilandia,2024-01-21,2.4662188764172375,0.0
ceilandia,2024-01-22,3.2684639197584824,3.0
ceilandia,2024-01-23,2.9577077710069317,10.0
ceilandia,2024-01-24,2.858089161158512,5.0
ceilandia,2024-01-25,2.8644638280216324,7.0
ceilandia,2024-01-26,3.0752744595610872,4.0
ceilandia,2024-01-27,2.7243739087277814,5.0
ceilandia,2024-01-28,2.4662188764172375,1.0
ceilandia,2024-01-29,3.2487420658816366,5.0
ceilandia,2024-01-30,2.993999691930057,5.0
ceilandia,2024-01-31,2.9412582207098055,11.0
ceilandia,2024-02-01,2.7830158181872826,6.0
ceilandia,2024-02-02,2.8242493228956387,9.0
ceilandia,2024-02-03,2.47624890461808,13.0
ceilandia,2024-02-04,2.1464253636602493,9.0
ceilandia,2024-02-05,2.9881454091988124,14.0
ceilandia,2024-02-06,2.925142255659833,21.0
ceilandia,2024-02-07,2.6969844311562197,15.0
ceilandia,2024-02-08,2.577489083166958,9.0
ceilandia,2024-02-09,2.727445649447232,14.0
ceilandia,2024-02-10,2.461466570555455,12.0
ceilandia,2024-02-11,1.9564229642570428,12.0
ceilandia,2024-02-12,3.0244373301219376,15.0
ceilandia,2024-02-13,2.8174949893620633,7.0
ceilandia,2024-02-14,2.6969844311562197,23.0
ceilandia,2024-02-15,2.6119485916414757,16.0
ceilandia,2024-02-16,2.7713414290480003,19.0
ceilandia,2024-02-17,2.461466570555455,9.0
ceilandia,2024-02-18,1.9564229642570428,1.0
cruzeiro,2023-12-15,1.7906278987484927,0.0
cruzeiro,2023-12-16,1.644816129891172,0.0
cruzeiro,2023-12-17,1.455931935239891,0.0
cruzeiro,2023-12-18,2.047698422313886,0.0
cruzeiro,2023-12-19,1.8263294270196855,1.0
cruzeiro,2023-12-20,1.8504015514166055,0.0
cruzeiro,2023-12-21,1.7919674295577501,1.0
cruzeiro,2023-12-22,1.90457762455854,0.0
cruzeiro,2023-12-23,1.6955509944354548,0.0
cruzeiro,2023-12-24,1.4869486378479269,0.0
cruzeiro,2023-12-25,2.0703694201652043,0.0
cruzeiro,2023-12-26,1.8386811927932762,0.0
cruzeiro,2023-12-27,1.8604196506285637,0.0
cruzeiro,2023-12-28,1.7996165244816598,1.0
cruzeiro,2023-12-29,1.8506864069549747,0.0
cruzeiro,2023-12-30,1.6955509944354548,0.0
cruzeiro,2023-12-31,1.4869486378479269,0.0
cruzeiro,2024-01-01,2.0681956548912512,2.0
cruzeiro,2024-01-02,1.8721492464508944,0.0
cruzeiro,2024-01-03,1.737567515420774,0.0
cruzeiro,2024-01-04,1.7346993254405902,2.0
cruzeiro,2024-01-05,1.8921762475135284,0.0
cruzeiro,2024-01-06,1.8668901185200382,0.0
cruzeiro,2024-01-07,1.5112689847177205,0.0
cruzeiro,2024-01-08,2.810245816680882,0.0
cruzeiro,2024-01-09,2.6579613731916734,0.0
cruzeiro,2024-01-10,2.6361582118973166,2.0
cruzeiro,2024-01-11,2.6110134211708917,2.0
cruzeiro,2024-01-12,2.927062371661907,1.0
cruzeiro,2024-01-13,2.804648436456144,0.0
cruzeiro,2024-01-14,2.4405958987550305,3.0
cruzeiro,2024-01-15,3.1595422511108726,1.0
cruzeiro,2024-01-16,2.9843308932203616,2.0
cruzeiro,2024-01-17,2.894381082081637,3.0
cruzeiro,2024-01-18,2.839042492761578,1.0
cruzeiro,2024-01-19,3.0266563611223694,2.0
cruzeiro,2024-01-20,2.7243739087277814,3.0
cruzeiro,2024-01-21,2.4662188764172375,1.0
cruzeiro,2024-01-22,3.2487420658816366,1.0
cruzeiro,2024-01-23,2.993999691930057,1.0
cruzeiro,2024-01-24,2.915836885449751,2.0
cruzeiro,2024-01-25,2.7831271809189464,3.0
cruzeiro,2024-01-26,2.982760581521601,1.0
cruzeiro,2024-01-27,2.7243739087277814,1.0
cruzeiro,2024-01-28,2.428093316632224,0.0
cruzeiro,2024-01-29,3.2124501449585114,2.0
cruzeiro,2024-01-30,2.9577077710069317,0.0
cruzeiro,2024-01-31,2.858089161158512,0.0
cruzeiro,2024-02-01,2.6303969770145965,2.0
cruzeiro,2024-02-02,2.7803535432948703,1.0
cruzeiro,2024-02-03,2.47624890461808,3.0
cruzeiro,2024-02-04,1.9564229642570428,1.0
cruzeiro,2024-02-05,3.0244373301219376,2.0
cruzeiro,2024-02-06,2.781203068438938,3.0
cruzeiro,2024-02-07,2.6969844311562197,7.0
cruzeiro,2024-02-08,2.577489083166958,4.0
cruzeiro,2024-02-09,2.7713414290480003,2.0
cruzeiro,2024-02-10,2.461466570555455,1.0
cruzeiro,2024-02-11,1.9564229642570428,1.0
cruzeiro,2024-02-12,3.0244373301219376,3.0
cruzeiro,2024-02-13,2.8174949893620633,3.0
cruzeiro,2024-02-14,2.6969844311562197,2.0
cruzeiro,2024-02-15,2.6119485916414757,7.0
fercal,2023-11-20,2.0923610719679706,0.0
fercal,2023-11-21,1.8659915954227142,0.0
fercal,2023-11-22,1.847042434562594,0.0
fercal,2023-11-23,1.7862393084156902,0.0
fercal,2023-11-24,1.86316707600062,0.0
fercal,2023-11-25,1.7393116209492558,0.0
fercal,2023-11-26,1.4877553362873899,0.0
fercal,2023-11-27,2.119718181924932,0.0
fercal,2023-11-28,1.8730403007143286,0.0
fercal,2023-11-29,1.8773692050709103,0.0
fercal,2023-11-30,1.8212696889666298,0.0
fercal,2023-12-01,1.8506864069549747,0.0
fercal,2023-12-02,1.7237704962325966,0.0
fercal,2023-12-03,1.4786096108242976,0.0
fercal,2023-12-04,2.0447453856534756,0.0
fercal,2023-12-05,1.830798312416387,0.0
fercal,2023-12-06,1.858050646340515,0.0
fercal,2023-12-07,1.7996165244816598,0.0
fercal,2023-12-08,1.8506864069549747,0.0
fercal,2023-12-09,1.7237704962325966,0.0
fercal,2023-12-10,1.4582015167883318,0.0
fercal,2023-12-11,2.0447453856534756,0.0
fercal,2023-12-12,1.8122238572423086,0.0
fercal,2023-12-13,1.8306926623375188,0.0
fercal,2023-12-14,1.7996165244816598,0.0
fercal,2023-12-15,1.8768647208066964,0.0
fercal,2023-12-16,1.6751429003994884,0.0
fercal,2023-12-17,1.4582015167883318,0.0
fercal,2023-12-18,2.0370962907295658,0.0
fercal,2023-12-19,1.8231492174924773,0.0
fercal,2023-12-20,1.8306926623375188,0.0
fercal,2023-12-21,1.7717219486392224,0.0
fercal,2023-12-22,1.843037312031065,0.0
fercal,2023-12-23,1.6674938054755788,0.0
fercal,2023-12-24,1.4582015167883318,0.0
fercal,2023-12-25,2.0370962907295658,0.0
fercal,2023-12-26,1.804574762318399,0.0
fercal,2023-12-27,1.8230435674136092,0.0
fercal,2023-12-28,1.7640728537153127,0.0
fercal,2023-12-29,1.843037312031065,0.0
fercal,2023-12-30,1.6674938054755788,0.0
fercal,2023-12-31,1.4582015167883318,0.0
fercal,2024-01-01,2.03208684565263,0.0
fercal,2024-01-02,1.7891632985841057,0.0
fercal,2024-01-03,1.7299184204968643,0.0
fercal,2024-01-04,1.6789671252824636,0.0
fercal,2024-01-05,1.856112674521174,0.0
fercal,2024-01-06,1.7327068086950166,0.0
fercal,2024-01-07,1.5112689847177205,0.0
fercal,2024-01-08,2.7544151535654153,0.0
fercal,2024-01-09,2.621669452268548,0.0
fercal,2024-01-10,2.5784104876060776,0.0
fercal,2024-01-11,2.5550981093282603,0.0
fercal,2024-01-12,2.8345484936224206,0.0
fercal,2024-01-13,2.6525375936322786,0.0
fercal,2024-01-14,2.375185422784585,0.0
fercal,2024-01-15,3.1958341720339978,0.0
fercal,2024-01-16,2.9410917980824194,0.0
fercal,2024-01-17,2.8414731882339996,0.0
fercal,2024-01-18,2.7646787955458265,0.0
fercal,2024-01-19,3.0266563611223694,0.0
fercal,2024-01-20,2.762499468512795,0.0
fercal,2024-01-21,2.428093316632224,0.0
gama,2023-12-18,2.1421663485403157,1.0
gama,2023-12-19,1.936319948431629,6.0
gama,2023-12-20,1.962799847540326,0.0
gama,2023-12-21,1.9099690449831808,0.0
gama,2023-12-22,1.8966053009687815,0.0
gama,2023-12-23,1.7256307800540442,2.0
gama,2023-12-24,1.4864076042569752,0.0
